Location,Site,Trial_ID,Species,Date,Plot_ID,TQR,RGB_Blue,RGB_Green,RGB_Red,RGB_CV_Blue,RGB_CV_Green,RGB_CV_Red,RGB_VARI,RGB_ExG,RGB_NGRDI,RGB_GR,RGB_CanopyDensity,RGB_LeafTexture,RGB_SurfaceUniformity,MS_Green,MS_Red,MS_RedEdge,MS_NIR,MS_CV_Green,MS_CV_Red,MS_CV_RedEdge,MS_CV_NIR,MS_NGRDI,MS_GR,MS_NDVI,MS_NDRE,MS_GNDVI,MS_GCI,MS_CanopyDensity,MS_LeafTexture,MS_SurfaceUniformity
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P012,5,0.0589,0.0948,0.0688,0.1462,0.1513,0.1417,0.2484,0.062,0.159,1.3781,73.8627,0.1571,0.2043,0.0855,0.066,0.2451,0.3913,0.2613,0.1795,0.2574,0.2762,0.1291,1.2965,0.7115,0.2297,0.6413,3.5756,54.9109,0.1459,0.1259
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P013,8,0.055,0.1007,0.0636,0.117,0.1609,0.1424,0.3386,0.0827,0.2253,1.5817,70.3454,0.1105,0.1048,0.1,0.0651,0.199,0.3745,0.1694,0.1945,0.1195,0.0912,0.2113,1.5358,0.7038,0.306,0.5785,2.7451,85.1716,0.1472,0.1654
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P014,5,0.0596,0.0978,0.0697,0.2118,0.2201,0.2056,0.2603,0.0663,0.1676,1.4028,63.5963,0.093,0.1551,0.1002,0.075,0.2186,0.3512,0.2513,0.1582,0.0983,0.1273,0.144,1.3364,0.6481,0.2326,0.556,2.5042,76.561,0.0189,0.1021
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P015,3,0.0831,0.1268,0.093,0.2274,0.2303,0.2232,0.2475,0.0776,0.1539,1.3639,62.469,0.1111,0.166,0.0885,0.0715,0.2517,0.3684,0.29,0.1914,0.1677,0.1757,0.1065,1.2384,0.675,0.1883,0.6125,3.1615,50.1902,0.144,0.222
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P016,5,0.0404,0.0748,0.051,0.2214,0.142,0.1617,0.2789,0.0582,0.1892,1.4668,70.5071,0.1413,0.0717,0.101,0.0696,0.2258,0.3719,0.2091,0.203,0.2071,0.1299,0.1843,1.4518,0.6848,0.2444,0.5728,2.6818,74.2882,0.0928,0.1661
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P017,8,0.0396,0.0749,0.0493,0.1358,0.1192,0.1735,0.3026,0.0609,0.2061,1.5191,76.987,0.1574,0.1143,0.08,0.0511,0.2658,0.4497,0.2232,0.135,0.1774,0.2392,0.2199,1.5637,0.7958,0.2571,0.6981,4.6245,65.3542,0.1101,0.1495
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P018,8,0.0364,0.0717,0.0462,0.1912,0.1147,0.1806,0.3123,0.0608,0.216,1.551,88.9653,0.085,0.1767,0.084,0.0488,0.2778,0.4642,0.1057,0.1464,0.1463,0.1907,0.2647,1.7201,0.8096,0.2512,0.6935,4.5263,60.9297,0.0758,0.1306
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P019,3,0.0737,0.1117,0.0836,0.1606,0.099,0.1183,0.2306,0.0661,0.1436,1.3354,64.303,0.1146,0.1244,0.1038,0.0793,0.1954,0.3078,0.15,0.0749,0.2132,0.1911,0.1335,1.3082,0.5902,0.2235,0.4957,1.9662,47.6596,0.1505,0.2045
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P020,9,0.0413,0.0776,0.0504,0.1293,0.1546,0.1136,0.3134,0.0635,0.2122,1.5388,91.0892,0.0642,0.1733,0.0766,0.0469,0.2892,0.4939,0.086,0.1988,0.0408,0.1428,0.2402,1.6322,0.8264,0.2614,0.7314,5.4456,91.4162,0.1088,0.1185
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P021,4,0.059,0.0948,0.0692,0.2005,0.1674,0.2378,0.2433,0.0613,0.1558,1.369,52.4498,0.0861,0.1213,0.0794,0.06,0.2745,0.4191,0.2539,0.1635,0.178,0.2504,0.1388,1.3225,0.7494,0.2086,0.6815,4.2791,62.9936,0.1194,0.2165
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P022,7,0.0352,0.0665,0.0453,0.1719,0.1336,0.1341,0.2775,0.0526,0.1901,1.4696,74.2561,0.03,0.1392,0.0979,0.0663,0.1983,0.3574,0.1222,0.2098,0.1474,0.1965,0.1924,1.4764,0.687,0.2863,0.5699,2.6499,67.7123,0.0579,0.105
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P023,5,0.0468,0.078,0.0572,0.1922,0.132,0.1906,0.2351,0.052,0.1537,1.3632,82.2395,0.0995,0.1047,0.0944,0.0604,0.2466,0.3945,0.1807,0.234,0.2029,0.0984,0.2193,1.5618,0.7343,0.2307,0.6139,3.1797,64.4915,0.126,0.1147
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P024,6,0.0525,0.0888,0.0622,0.1454,0.199,0.2433,0.27,0.063,0.1762,1.4278,82.557,0.1084,0.114,0.0791,0.0566,0.3075,0.4838,0.1775,0.1886,0.1467,0.3054,0.1656,1.3971,0.7905,0.2228,0.719,5.1169,58.642,0.1112,0.1301
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P025,6,0.0308,0.0613,0.0414,0.1373,0.2331,0.1013,0.2763,0.0503,0.1934,1.4796,83.0858,0.1058,0.1438,0.0866,0.0563,0.2782,0.4497,0.1157,0.2341,0.1745,0.1839,0.2122,1.5387,0.7776,0.2356,0.6771,4.1932,67.293,0.1204,0.1457
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P026,7,0.0523,0.0852,0.0618,0.229,0.1258,0.141,0.2477,0.0564,0.1596,1.3799,69.9073,0.1062,0.1921,0.0847,0.0617,0.2489,0.4171,0.215,0.1067,0.1592,0.1307,0.1576,1.3741,0.7424,0.2525,0.6623,3.9228,80.2221,0.067,0.1192
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P027,7,0.0498,0.0876,0.0594,0.1986,0.1399,0.1,0.2894,0.0659,0.1913,1.4732,70.4399,0.0886,0.1701,0.0975,0.0708,0.2249,0.3861,0.1915,0.1975,0.1255,0.1883,0.1581,1.3756,0.6899,0.2637,0.5969,2.9617,67.3441,0.1,0.0458
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P028,7,0.0371,0.0712,0.0472,0.1569,0.1671,0.2008,0.2952,0.0581,0.2027,1.5084,82.1256,0.1012,0.1085,0.0924,0.0679,0.2237,0.3871,0.1535,0.1762,0.1175,0.0639,0.1527,1.3605,0.7015,0.2675,0.6146,3.1898,73.0999,0.0123,0.1947
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P029,4,0.0541,0.0826,0.0647,0.2133,0.2356,0.2124,0.1924,0.0464,0.1217,1.2771,71.0688,0.1032,0.1924,0.0911,0.0658,0.2711,0.4116,0.1794,0.1573,0.2471,0.2464,0.1609,1.3834,0.7243,0.2059,0.6377,3.5204,74.3939,0.1427,0.0715
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P030,5,0.0609,0.0952,0.0706,0.1452,0.2027,0.2549,0.2347,0.0589,0.1485,1.3488,73.5706,0.0944,0.2062,0.1096,0.079,0.1586,0.2855,0.1575,0.1853,0.1848,0.1904,0.1621,1.3869,0.5664,0.2859,0.4452,1.6046,60.2079,0.0902,0.1018
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P031,5,0.051,0.0852,0.0612,0.1678,0.2201,0.2642,0.2518,0.0582,0.1641,1.3926,82.6609,0.0945,0.1294,0.0883,0.064,0.2535,0.4042,0.1552,0.2383,0.2814,0.2082,0.1596,1.3798,0.7267,0.2291,0.6415,3.5786,67.5604,0.1517,0.1004
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P032,4,0.0501,0.0793,0.061,0.1236,0.1888,0.148,0.2024,0.0474,0.13,1.299,54.5343,0.0632,0.1474,0.1054,0.0807,0.2008,0.3177,0.1846,0.2074,0.2151,0.2192,0.1328,1.3062,0.5949,0.2253,0.5018,2.0144,59.8586,0.1202,0.0936
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P033,4,0.0531,0.0831,0.0635,0.1781,0.104,0.1387,0.2094,0.0496,0.1336,1.3084,70.46,0.0833,0.1963,0.0897,0.0635,0.2777,0.4247,0.1878,0.1538,0.1278,0.2399,0.1711,1.4129,0.74,0.2094,0.6514,3.7376,59.5467,0.133,0.1354
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P034,5,0.0602,0.093,0.0702,0.1972,0.2067,0.1158,0.2215,0.0556,0.1398,1.325,65.6881,0.0874,0.1741,0.0835,0.0645,0.2666,0.4149,0.2165,0.1675,0.2095,0.1366,0.1285,1.2948,0.7309,0.2177,0.6649,3.9675,61.5283,0.129,0.1823
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P035,4,0.0628,0.0921,0.0731,0.1217,0.2609,0.1926,0.1855,0.0484,0.115,1.26,63.0347,0.1127,0.0978,0.0881,0.0668,0.2541,0.3849,0.1632,0.1947,0.0332,0.1181,0.1373,1.3184,0.704,0.2047,0.6274,3.367,75.5698,0.1554,0.1402
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P036,5,0.061,0.1017,0.0707,0.1607,0.1421,0.1735,0.2783,0.0717,0.1799,1.4386,68.0613,0.1201,0.1632,0.0954,0.0694,0.2304,0.376,0.1545,0.1685,0.1214,0.1495,0.1577,1.3744,0.6884,0.2402,0.5953,2.942,69.7124,0.1448,0.1256
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P037,7,0.0383,0.0717,0.0482,0.1004,0.1594,0.1811,0.2875,0.0567,0.1955,1.4861,81.3095,0.0329,0.0926,0.0917,0.0602,0.2481,0.423,0.0901,0.1637,0.1514,0.2169,0.2075,1.5235,0.7508,0.2606,0.6435,3.6105,84.0863,0.1327,0.1911
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P038,5,0.0628,0.1032,0.0726,0.1957,0.2152,0.1835,0.2712,0.0711,0.1743,1.4222,46.845,0.0988,0.0859,0.084,0.0666,0.2552,0.4032,0.2032,0.1769,0.1748,0.2055,0.1161,1.2626,0.7166,0.2247,0.655,3.7975,65.5368,0.1266,0.1735
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P039,7,0.0465,0.0859,0.056,0.1006,0.1498,0.2064,0.3137,0.0693,0.2108,1.5343,79.7902,0.1743,0.0694,0.0904,0.0581,0.2307,0.4024,0.0777,0.2101,0.176,0.1123,0.2175,1.5558,0.7477,0.2713,0.6332,3.4519,67.6759,0.1504,0.1992
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P040,6,0.0546,0.0915,0.0642,0.1257,0.1797,0.0907,0.2698,0.0641,0.1752,1.4248,69.081,0.134,0.1022,0.0588,0.0375,0.3601,0.552,0.1676,0.1814,0.1083,0.1171,0.2216,1.5695,0.8729,0.2104,0.8075,8.3883,73.9197,0.0735,0.1384
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P041,6,0.0588,0.0984,0.0681,0.1963,0.1777,0.1554,0.2812,0.0699,0.182,1.4449,77.6086,0.0902,0.2255,0.077,0.0515,0.3067,0.4864,0.081,0.1717,0.1921,0.2191,0.1989,1.4966,0.8086,0.2267,0.7266,5.315,65.071,0.0901,0.1483
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P042,5,0.072,0.1156,0.0812,0.239,0.1775,0.1411,0.2754,0.078,0.1747,1.4233,84.0553,0.0533,0.0989,0.0932,0.0662,0.2223,0.3651,0.1459,0.1159,0.1702,0.1821,0.1693,1.4076,0.6931,0.243,0.5934,2.9187,74.1091,0.0895,0.1282
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P043,7,0.0459,0.081,0.0558,0.1901,0.1276,0.1704,0.2771,0.0603,0.1841,1.4512,79.0961,0.1063,0.2146,0.0858,0.06,0.2568,0.424,0.2735,0.1446,0.2209,0.1508,0.1772,1.4307,0.7521,0.2456,0.6633,3.9392,77.8906,0.1041,0.1117
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P044,7,0.0423,0.0795,0.0522,0.1807,0.1099,0.192,0.3058,0.0646,0.2077,1.5242,75.3572,0.0851,0.1255,0.0697,0.0526,0.2996,0.4822,0.1338,0.216,0.2053,0.1756,0.1397,1.3247,0.8031,0.2336,0.7473,5.9144,67.5899,0.1235,0.2328
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P045,6,0.0459,0.0751,0.0561,0.0503,0.1988,0.1075,0.2226,0.0483,0.1448,1.3387,71.8355,0.1095,0.2058,0.0792,0.0598,0.2858,0.4494,0.1524,0.3269,0.0972,0.126,0.1395,1.3243,0.7651,0.2225,0.7003,4.6728,75.4737,0.129,0.157
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P046,2,0.0675,0.1033,0.0781,0.202,0.2726,0.1687,0.2215,0.0611,0.1391,1.3232,48.504,0.0964,0.1857,0.0993,0.0786,0.2183,0.325,0.1953,0.129,0.2045,0.1424,0.1164,1.2636,0.6106,0.1965,0.532,2.2735,53.9469,0.1224,0.1175
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P047,6,0.0441,0.0771,0.0544,0.1648,0.2051,0.1568,0.2591,0.0556,0.1722,1.4161,63.3846,0.0723,0.1606,0.0916,0.0527,0.2776,0.4399,0.1775,0.2881,0.1725,0.1725,0.2695,1.7379,0.786,0.2262,0.6553,3.8022,62.2697,0.1156,0.1271
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P048,5,0.0584,0.0933,0.0683,0.1901,0.2035,0.1883,0.2427,0.06,0.155,1.3668,75.4189,0.091,0.1164,0.0939,0.0681,0.2508,0.4002,0.1876,0.2639,0.2504,0.2304,0.1595,1.3794,0.7092,0.2294,0.6199,3.2615,69.3121,0.1649,0.1108
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P049,3,0.0675,0.0985,0.078,0.1346,0.1726,0.108,0.1878,0.0514,0.1159,1.2623,63.6604,0.1543,0.2195,0.108,0.0867,0.1691,0.2659,0.2445,0.1571,0.1829,0.1199,0.1094,1.2457,0.5083,0.2227,0.4224,1.4624,65.586,0.1517,0.1969
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P050,7,0.0391,0.0731,0.0489,0.1738,0.1779,0.1379,0.2908,0.0581,0.1977,1.4927,90.6405,0.1043,0.1837,0.0786,0.0469,0.2911,0.4769,0.2131,0.2634,0.2024,0.1644,0.2524,1.6753,0.8208,0.2419,0.7169,5.0642,78.9731,0.0718,0.1213
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P051,6,0.045,0.0773,0.055,0.1758,0.2436,0.2326,0.255,0.0547,0.1684,1.405,76.2933,0.093,0.139,0.091,0.057,0.2728,0.4398,0.192,0.1211,0.1254,0.2154,0.2298,1.5966,0.7706,0.2343,0.6572,3.835,69.8849,0.0613,0.0454
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P052,5,0.049,0.0895,0.0592,0.1392,0.1128,0.1969,0.3035,0.0707,0.2034,1.5107,75.5953,0.0895,0.1321,0.0975,0.0658,0.2499,0.4018,0.2394,0.1136,0.1571,0.1498,0.1938,1.4808,0.7185,0.233,0.6095,3.122,65.2216,0.0918,0.1474
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P053,4,0.0642,0.1027,0.0744,0.1002,0.1671,0.1305,0.2501,0.0667,0.1594,1.3793,56.6283,0.0948,0.2316,0.0893,0.0673,0.2487,0.3801,0.202,0.2864,0.2017,0.1842,0.14,1.3256,0.6991,0.209,0.6197,3.2593,63.1215,0.0504,0.0689
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P054,5,0.0595,0.0925,0.0695,0.1683,0.16,0.1525,0.2246,0.056,0.1421,1.3312,64.0864,0.0738,0.1392,0.0972,0.0626,0.2599,0.4074,0.1824,0.2072,0.0565,0.1,0.2165,1.5527,0.7336,0.2211,0.6148,3.192,69.8957,0.1254,0.1177
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P055,6,0.0477,0.0775,0.0579,0.204,0.1076,0.2158,0.2231,0.0493,0.1444,1.3375,77.6934,0.0213,0.1499,0.0977,0.0696,0.2179,0.3637,0.1635,0.1859,0.2166,0.1903,0.1682,1.4043,0.6788,0.2507,0.5765,2.7222,60.8046,0.0172,0.1432
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P056,5,0.0708,0.1086,0.0802,0.1984,0.0878,0.1794,0.2407,0.0662,0.1505,1.3542,70.5508,0.1287,0.1581,0.0586,0.0487,0.355,0.5304,0.1627,0.1453,0.1275,0.1205,0.0923,1.2035,0.8319,0.1981,0.8011,8.0541,87.6183,0.1293,0.1416
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P057,7,0.038,0.0714,0.0482,0.1861,0.1365,0.0825,0.284,0.0566,0.1938,1.4808,66.2857,0.1688,0.11,0.0919,0.0614,0.2535,0.4204,0.2138,0.1938,0.135,0.2291,0.1989,1.4966,0.7451,0.2476,0.6412,3.5748,61.222,0.0961,0.1896
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P058,7,0.0543,0.0902,0.0635,0.188,0.1444,0.1504,0.2686,0.0626,0.1737,1.4205,85.9689,0.0865,0.1013,0.0817,0.0573,0.2811,0.4632,0.1435,0.1259,0.2349,0.2067,0.1753,1.425,0.7798,0.2446,0.7002,4.6713,76.5899,0.1131,0.1356
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P059,6,0.0567,0.0922,0.0665,0.2089,0.1098,0.17,0.2522,0.0612,0.1621,1.3868,61.5326,0.176,0.1828,0.0808,0.0584,0.2703,0.431,0.1923,0.249,0.1727,0.1505,0.1609,1.3834,0.7613,0.2291,0.6843,4.3344,76.4977,0.0823,0.178
"Burgaw, NC",Quality Turf,23SOFT,StAug,2024-09-26,P060,8,0.0508,0.0882,0.0598,0.2122,0.2516,0.2096,0.2919,0.0658,0.1917,1.4744,80.3776,0.0694,0.2078,0.0663,0.0481,0.3063,0.5061,0.2631,0.0903,0.1699,0.1723,0.1598,1.3804,0.8265,0.2459,0.7682,6.6278,81.7385,0.1062,0.1995
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P001,4,0.0618,0.0942,0.0739,0.186,0.1714,0.2785,0.1907,0.0527,0.1206,1.2743,81.9029,0.1412,0.1814,0.0892,0.0651,0.2488,0.3901,0.1957,0.256,0.1733,0.1599,0.1558,1.369,0.7138,0.2212,0.6279,3.375,83.1797,0.0967,0.1088
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P002,6,0.0619,0.0865,0.0652,0.162,0.1711,0.1851,0.2377,0.0459,0.1407,1.3273,64.3701,0.1279,0.1536,0.0923,0.0651,0.2496,0.4025,0.1467,0.0838,0.2242,0.1499,0.1722,1.416,0.7214,0.2343,0.6271,3.3627,71.7935,0.1191,0.0652
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P003,4,0.0532,0.0802,0.06,0.257,0.1089,0.1532,0.2317,0.0472,0.1438,1.3359,46.5195,0.0807,0.1209,0.1048,0.0798,0.1906,0.3112,0.1368,0.1126,0.2027,0.1582,0.1353,1.3129,0.5917,0.2402,0.4961,1.9692,73.2545,0.1231,0.1127
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P004,4,0.0307,0.0679,0.0438,0.2048,0.1266,0.2215,0.2968,0.0612,0.2153,1.5487,91.8142,0.1287,0.1929,0.0941,0.0674,0.24,0.3809,0.1615,0.2209,0.1703,0.1158,0.1654,1.3964,0.6993,0.227,0.6037,3.0466,74.4933,0.1146,0.0888
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P005,6,0.0596,0.1004,0.0736,0.132,0.2085,0.1533,0.2341,0.0676,0.154,1.3639,75.501,0.128,0.1827,0.0844,0.0599,0.2706,0.4349,0.16,0.163,0.1596,0.1314,0.1697,1.4087,0.7578,0.2328,0.6749,4.1518,93.5849,0.0352,0.1643
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P006,5,0.0569,0.0914,0.0668,0.2104,0.1344,0.1926,0.2432,0.0592,0.1557,1.3688,73.0266,0.1544,0.1113,0.0888,0.0645,0.252,0.4031,0.2638,0.1332,0.2114,0.1296,0.1585,1.3766,0.7241,0.2306,0.639,3.5401,59.8377,0.1208,0.1435
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P007,6,0.0615,0.0974,0.0689,0.1581,0.1417,0.1766,0.2721,0.0644,0.1715,1.414,78.899,0.0858,0.1701,0.0802,0.0562,0.2853,0.4521,0.1873,0.2301,0.1263,0.093,0.176,1.4271,0.779,0.2262,0.6988,4.6397,89.5669,0.1096,0.1228
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P008,7,0.0513,0.0851,0.0609,0.1631,0.1956,0.1642,0.2551,0.058,0.1655,1.3965,100,0.1418,0.173,0.1108,0.0802,0.1901,0.3233,0.1219,0.0984,0.2028,0.1722,0.1603,1.3817,0.6024,0.2594,0.4893,1.9165,74.8462,0.1265,0.1243
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P009,5,0.0565,0.0908,0.0657,0.1512,0.1642,0.1222,0.2506,0.0593,0.1601,1.3812,67.3351,0.106,0.1693,0.0712,0.0505,0.3078,0.4817,0.217,0.163,0.1694,0.2089,0.1702,1.4102,0.8103,0.2203,0.7425,5.7674,78.2467,0.1533,0.1688
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P010,5,0.0482,0.0757,0.059,0.1206,0.25,0.203,0.1925,0.0442,0.1237,1.2822,76.4465,0.1038,0.0392,0.0838,0.0635,0.2555,0.4047,0.2625,0.1256,0.0829,0.2058,0.1377,1.3193,0.7286,0.2259,0.6568,3.8267,56.3757,0.1175,0.1178
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P011,8,0.0392,0.0717,0.0491,0.2354,0.1551,0.0959,0.2774,0.0552,0.1875,1.4614,77.0361,0.1302,0.1035,0.0826,0.0603,0.2698,0.4435,0.1768,0.1815,0.1513,0.0938,0.1561,1.3698,0.7605,0.2435,0.6859,4.3671,74.5535,0.1077,0.1755
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P012,6,0.0521,0.0896,0.0638,0.1033,0.156,0.182,0.2539,0.0632,0.1677,1.4031,81.9816,0.1064,0.1694,0.0937,0.0676,0.24,0.3903,0.1534,0.1738,0.2211,0.2003,0.162,1.3865,0.7048,0.2385,0.6127,3.1644,75.0964,0.1856,0.158
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P013,6,0.0417,0.0709,0.0457,0.1522,0.1412,0.2171,0.3362,0.0545,0.2161,1.5514,70.3351,0.1806,0.1895,0.1104,0.079,0.1946,0.3259,0.1683,0.2238,0.2241,0.0811,0.1657,1.3973,0.6097,0.2523,0.4939,1.9519,63.7004,0.0593,0.155
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P014,6,0.0446,0.0695,0.0511,0.1961,0.1432,0.1558,0.2426,0.0433,0.1528,1.3607,78.2387,0.1425,0.1642,0.0818,0.0565,0.2841,0.4529,0.1881,0.164,0.1883,0.1584,0.1826,1.4468,0.7781,0.2291,0.6941,4.539,76.1351,0.1564,0.1389
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P015,7,0.0502,0.0924,0.0647,0.1837,0.1265,0.1625,0.2589,0.07,0.1763,1.428,62.4484,0.1668,0.2465,0.0911,0.0637,0.2559,0.4181,0.208,0.1705,0.1894,0.0815,0.1771,1.4305,0.7355,0.2407,0.6421,3.5876,76.3892,0.2026,0.1165
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P016,9,0.0328,0.0754,0.048,0.188,0.1825,0.247,0.3034,0.0701,0.2228,1.5733,63.6252,0.1309,0.1788,0.0749,0.052,0.3031,0.4915,0.2049,0.115,0.1806,0.1776,0.1808,1.4415,0.8087,0.2371,0.7354,5.5599,75.9571,0.0884,0.1839
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P017,5,0.0534,0.0886,0.0658,0.1864,0.1665,0.1547,0.2257,0.058,0.1477,1.3465,69.7705,0.1062,0.1348,0.1014,0.0732,0.2174,0.3548,0.2194,0.0398,0.1721,0.185,0.1614,1.3848,0.6579,0.2401,0.5555,2.4999,62.062,0.1378,0.1288
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P018,5,0.0478,0.08,0.0575,0.2079,0.2422,0.181,0.2506,0.0547,0.1635,1.3909,74.8215,0.1359,0.1837,0.1005,0.074,0.2142,0.35,0.2162,0.2061,0.2776,0.2143,0.1515,1.3572,0.6509,0.2407,0.554,2.4842,72.3109,0.1454,0.1873
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P019,7,0.0324,0.0831,0.0493,0.1978,0.0796,0.0762,0.3379,0.0846,0.2554,1.686,71.6145,0.1521,0.1607,0.0866,0.0621,0.2619,0.4232,0.1464,0.2188,0.1752,0.1346,0.1644,1.3935,0.744,0.2355,0.6603,3.8876,67.8541,0.1335,0.1667
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P020,7,0.0554,0.0985,0.0651,0.1235,0.1748,0.1815,0.3085,0.0764,0.2039,1.5123,88.1422,0.1164,0.1277,0.0853,0.0616,0.2645,0.4311,0.1595,0.2581,0.1102,0.2566,0.1616,1.3854,0.7501,0.2396,0.6697,4.0547,95.0294,0.1429,0.084
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P021,5,0.0613,0.1085,0.0757,0.1506,0.086,0.1703,0.2665,0.08,0.1778,1.4326,79.2498,0.1391,0.0961,0.0881,0.0661,0.2456,0.3947,0.1968,0.17,0.2031,0.1834,0.1428,1.3331,0.713,0.2328,0.6349,3.4774,63.8427,0.1626,0.1845
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P022,6,0.0567,0.0943,0.0679,0.188,0.1207,0.2098,0.2499,0.0639,0.1625,1.388,61.1515,0.0675,0.1328,0.0994,0.072,0.2226,0.3645,0.1271,0.1536,0.1774,0.1406,0.1603,1.3818,0.6702,0.2418,0.5713,2.6655,62.5017,0.1009,0.1269
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P023,4,0.0433,0.0708,0.0504,0.0639,0.1962,0.1369,0.2626,0.0479,0.1687,1.4059,48.4774,0.1645,0.2368,0.0938,0.0682,0.2366,0.3731,0.1944,0.1846,0.2413,0.1985,0.1579,1.375,0.6909,0.2238,0.5983,2.9786,70.5286,0.0888,0.1847
"Burgaw, NC",Quality Turf,23ZOFT,Zoys,2024-09-26,P024,6,0.0553,0.0763,0.0581,0.14,0.2083,0.1779,0.2293,0.0391,0.1349,1.312,63.7334,0.1595,0.111,0.0848,0.0604,0.2685,0.4274,0.3283,0.2162,0.114,0.2416,0.1679,1.4036,0.7524,0.2284,0.6691,4.0435,60.0131,0.123,0.1632
